problem,solver,solver_name,load_factor,load_factor_mean,demand_proxy_mean,n_legs,best_solution_for_load_factor,n_loadfactor_reps,n_macroreps,budget,n_jobs,runtime_mean_seconds,runtime_total_seconds,iterations_mean,iterations_max,mean_final_objective,has_coded_optimal_value,experiment,problem_variant
VANRYZIN-2,DAVN,DAVN,"[0.8274005404108038, 0.8509200988225185, 0.7740675825189659, 0.8520006758078674, 0.8351053489847833, 0.9206334691009163, 0.7834280896641597, 0.7337674840139303]",0.8221654111654931,12.475,8,"(0.0, 5.5945453553217135, 16.01062222199701, 32.16541384014769, 45.664822703168, 57.9166400517812, 70.93540451772878, 82.65671646461634, 110.17011069058684, 180.0, 0.0, 5.512593260811855, 9.737135899470218, 31.257563695587976, 39.9059953554505, 44.957106859719204, 57.011584443118934, 71.57004292492877, 100.58986235559072, 180.0, 0.0, 6.608935766941954, 16.69725765735913, 27.472569740542355, 36.49608483448125, 55.74345241779773, 69.76964651526428, 96.04298518526866, 126.76851296334921, 180.0, 0.0, 6.453199880677943, 17.60702194212118, 36.72662113908851, 54.52682459985945, 68.33186116114335, 83.18396408616752, 105.89655539276772, 126.23016423888593, 180.0, 0.0, 2.5413942019152955, 9.648020424727463, 15.95964765926152, 22.369144253808628, 34.9342968442613, 59.451060400347075, 78.32287156147727, 109.31156142720899, 180.0, 0.0, 2.424481734413064, 9.403037016568447, 15.551459984080992, 21.853865868676536, 36.128111598374915, 63.74141445291889, 75.10846655082139, 87.75144730220518, 180.0, 0.0, 23.734207149078742, 42.07287364591426, 50.029668262700085, 60.27596199683222, 76.5831147210957, 93.12302641001736, 103.13480876826132, 135.5295031766012, 180.0, 0.0, 24.316425586738973, 29.154948244820986, 50.762749333584395, 74.7648191229625, 93.29455360063191, 117.02327565091014, 145.04999180535924, 168.20268384585805, 180.0)",2,1,50,,0.0010020839981734753,0.0010020839981734753,0.0,0.0,-139036.46592346512,False,adp_vs_davn_sgd,default_fixed_factors
