dim,budget,cp,power,alpha,exact,within1,mean_regret,median_regret
50,5000,0.2,2.0,1.0,42,43,0.0005920436879879087,0.0
50,5000,0.2,3.0,0.0,24,25,0.015117487056019008,0.0008959058587364038
50,5000,0.2,3.0,0.25,32,33,0.003152653285198909,0.0
50,5000,0.2,3.0,0.5,45,46,0.000158222442591289,0.0
50,5000,0.2,3.0,1.0,44,45,0.00015498659207946236,0.0
100,100,0.01,1.0,0.0,39,40,0.000629458904369348,0.0
100,100,0.01,1.0,0.25,40,43,0.0005092759390346324,0.0
100,100,0.01,1.0,0.5,40,41,0.0005442795388394394,0.0
100,100,0.01,1.0,1.0,46,46,0.0002449950474684242,0.0
100,100,0.01,1.5,0.0,38,39,0.0002844540823492066,0.0
100,100,0.01,1.5,0.25,34,36,0.0005624733292469358,0.0
100,100,0.01,1.5,0.5,40,42,0.0001363958946799348,0.0
100,100,0.01,1.5,1.0,40,40,0.0008385787795856705,0.0
100,100,0.01,2.0,0.0,32,35,0.0006009555833908719,0.0
100,100,0.01,2.0,0.25,36,37,0.0003559708968228172,0.0
100,100,0.01,2.0,0.5,39,39,0.00018484675037253428,0.0
100,100,0.01,2.0,1.0,44,44,0.0001319654121898734,0.0
100,100,0.01,3.0,0.0,32,33,0.0003057149186477264,0.0
100,100,0.01,3.0,0.25,38,39,4.644074412493995e-05,0.0
100,100,0.01,3.0,0.5,36,38,0.00020646553169363717,0.0
100,100,0.01,3.0,1.0,39,40,0.0005997721543805973,0.0
100,100,0.03,1.0,0.0,36,40,0.0009994159822053206,0.0
100,100,0.03,1.0,0.25,40,41,0.0004421767127369508,0.0
100,100,0.03,1.0,0.5,40,40,0.0009665368870294084,0.0
100,100,0.03,1.0,1.0,35,37,0.0022378645462850927,0.0
100,100,0.03,1.5,0.0,44,45,0.0003328548412327203,0.0
100,100,0.03,1.5,0.25,39,40,0.00027448007233700256,0.0
100,100,0.03,1.5,0.5,44,45,0.000417491692020834,0.0
100,100,0.03,1.5,1.0,28,30,0.0084407212771014,0.0
100,100,0.03,2.0,0.0,42,42,0.0004156731890219114,0.0
100,100,0.03,2.0,0.25,44,44,0.0003186146513671431,0.0
100,100,0.03,2.0,0.5,46,46,0.0002841956636307978,0.0
100,100,0.03,2.0,1.0,23,24,0.021065385863302602,0.0005265969825022122
100,100,0.03,3.0,0.0,42,43,7.291330539127422e-05,0.0
100,100,0.03,3.0,0.25,42,43,0.00016801789167805685,0.0
100,100,0.03,3.0,0.5,41,41,0.00013298028340141328,0.0
100,100,0.03,3.0,1.0,17,17,0.04185411233520633,0.014304239349828954
100,100,0.05,1.0,0.0,46,47,0.0004949026834178864,0.0
100,100,0.05,1.0,0.25,40,41,0.0008995914099367356,0.0
100,100,0.05,1.0,0.5,40,40,0.0010873152886705757,0.0
100,100,0.05,1.0,1.0,14,15,0.05794059754492615,0.009112029983382463
100,100,0.05,1.5,0.0,39,41,0.0006853956065701252,0.0
100,100,0.05,1.5,0.25,40,43,0.00036999150042937466,0.0
100,100,0.05,1.5,0.5,46,46,0.00029923581568047565,0.0
100,100,0.05,1.5,1.0,14,15,0.07195448897390574,0.011705234820001754
100,100,0.05,2.0,0.0,44,44,0.00016995343550320154,0.0
100,100,0.05,2.0,0.25,45,45,0.0002678012844114726,0.0
100,100,0.05,2.0,0.5,44,44,0.00035187980793964735,0.0
100,100,0.05,2.0,1.0,9,9,0.13415105250345996,0.1666520743421897
100,100,0.05,3.0,0.0,35,36,0.00022138359940859366,0.0
100,100,0.05,3.0,0.25,42,43,1.781960306834855e-05,0.0
100,100,0.05,3.0,0.5,40,42,0.0011784898962688359,0.0
100,100,0.05,3.0,1.0,4,5,0.159006108217458,0.18102093613496628
100,100,0.1,1.0,0.0,40,43,0.0006327791241066003,0.0
100,100,0.1,1.0,0.25,42,42,0.0009023483557794626,0.0
100,100,0.1,1.0,0.5,38,38,0.0029429797798560388,0.0
100,100,0.1,1.0,1.0,1,3,0.5168501132406114,0.5942536911055807
100,100,0.1,1.5,0.0,47,47,0.00030510100749202247,0.0
100,100,0.1,1.5,0.25,42,43,0.0009727874979187857,0.0
100,100,0.1,1.5,0.5,31,33,0.009570696570165982,0.0
100,100,0.1,1.5,1.0,8,8,0.3482304605226714,0.4188686537294677
100,100,0.1,2.0,0.0,44,44,0.0001499232624156009,0.0
100,100,0.1,2.0,0.25,41,42,0.0008844984906278647,0.0
100,100,0.1,2.0,0.5,25,26,0.012479685535680726,0.0
100,100,0.1,2.0,1.0,11,11,0.27659780038264536,0.34527548628542126
100,100,0.1,3.0,0.0,37,39,0.0006539136015480015,0.0
100,100,0.1,3.0,0.25,28,32,0.005644802957546734,0.0
100,100,0.1,3.0,0.5,14,14,0.05007985856166347,0.03357009922634005
100,100,0.1,3.0,1.0,8,8,0.24931732306403037,0.28076725345926346
100,100,0.2,1.0,0.0,41,41,0.0009614215059835169,0.0
100,100,0.2,1.0,0.25,36,37,0.0034656247447645105,0.0
100,100,0.2,1.0,0.5,17,17,0.09630047716237561,0.009488461672323941
100,100,0.2,1.0,1.0,2,3,0.4515508370627607,0.499978454457251
100,100,0.2,1.5,0.0,41,42,0.0010416126565488905,0.0
100,100,0.2,1.5,0.25,28,28,0.022729865343906377,0.0
100,100,0.2,1.5,0.5,10,10,0.16180554841517641,0.21540847796831036
100,100,0.2,1.5,1.0,0,1,0.5162671450280749,0.5455269521882353
100,100,0.2,2.0,0.0,42,42,0.0014316176873323233,0.0
100,100,0.2,2.0,0.25,19,21,0.03792824764500168,0.0035369357008310804
100,100,0.2,2.0,0.5,9,10,0.22244682423423096,0.27543975512592683
100,100,0.2,2.0,1.0,5,5,0.39072470693479305,0.4600430661233459
100,100,0.2,3.0,0.0,28,30,0.009197660332864118,0.0
100,100,0.2,3.0,0.25,15,15,0.06801372308972266,0.060117428125828876
100,100,0.2,3.0,0.5,15,15,0.17603036601184952,0.22749504669930204
100,100,0.2,3.0,1.0,15,15,0.30793973524834245,0.3523129927748203
100,250,0.01,1.0,0.0,35,39,0.0011099667697018897,0.0
100,250,0.01,1.0,0.25,40,42,0.00029912487412841066,0.0
100,250,0.01,1.0,0.5,43,44,0.0001526887293956565,0.0
100,250,0.01,1.0,1.0,29,37,0.0009372054227821502,0.0
100,250,0.01,1.5,0.0,40,43,0.0007405967854318146,0.0
100,250,0.01,1.5,0.25,39,43,0.0003532052800713898,0.0
100,250,0.01,1.5,0.5,43,45,0.00035782811985899705,0.0
100,250,0.01,1.5,1.0,45,46,0.00022800690664802635,0.0
100,250,0.01,2.0,0.0,37,37,0.0005098988963508106,0.0
100,250,0.01,2.0,0.25,34,41,0.0008107242364781953,0.0
100,250,0.01,2.0,0.5,37,38,0.00040556786942535497,0.0
100,250,0.01,2.0,1.0,40,41,0.00016527436887524088,0.0
100,250,0.01,3.0,0.0,31,35,0.0004976134242064518,0.0
100,250,0.01,3.0,0.25,34,35,0.00022405183307509777,0.0
100,250,0.01,3.0,0.5,35,37,0.00012063012965314563,0.0
100,250,0.01,3.0,1.0,40,40,0.00019747436229399464,0.0
100,250,0.03,1.0,0.0,40,42,0.0003217603233032261,0.0
100,250,0.03,1.0,0.25,40,43,0.00034623629237808673,0.0
100,250,0.03,1.0,0.5,40,40,0.00032734971860830237,0.0
100,250,0.03,1.0,1.0,39,39,0.0009750776572103398,0.0
100,250,0.03,1.5,0.0,39,41,0.00023006138433986114,0.0
100,250,0.03,1.5,0.25,40,41,0.0001939131529443762,0.0
100,250,0.03,1.5,0.5,44,45,0.00037579213419927036,0.0
100,250,0.03,1.5,1.0,42,44,0.00022351515048601992,0.0
100,250,0.03,2.0,0.0,42,43,0.0002851392943632024,0.0
100,250,0.03,2.0,0.25,40,42,5.61842983508224e-05,0.0
100,250,0.03,2.0,0.5,38,40,0.000355850129293073,0.0
100,250,0.03,2.0,1.0,42,42,0.0008748503749917358,0.0
100,250,0.03,3.0,0.0,39,40,0.00017505016284570955,0.0
100,250,0.03,3.0,0.25,35,37,0.0002695058197650686,0.0
100,250,0.03,3.0,0.5,37,37,0.00037858319013461177,0.0
100,250,0.03,3.0,1.0,37,39,0.001692834532912956,0.0
100,250,0.05,1.0,0.0,41,44,0.0004057016179420434,0.0
100,250,0.05,1.0,0.25,38,40,0.0006509678276381508,0.0
100,250,0.05,1.0,0.5,41,42,0.0004648761776263997,0.0
100,250,0.05,1.0,1.0,42,42,0.0013909031409935874,0.0
100,250,0.05,1.5,0.0,39,41,0.000563839101861377,0.0
100,250,0.05,1.5,0.25,40,40,0.0005503254125589794,0.0
100,250,0.05,1.5,0.5,44,44,0.0002496002348779365,0.0
100,250,0.05,1.5,1.0,38,39,0.0012793531016420895,0.0
100,250,0.05,2.0,0.0,38,40,0.0004488811632792397,0.0
100,250,0.05,2.0,0.25,42,42,0.00038540369563970506,0.0
100,250,0.05,2.0,0.5,44,46,0.00014400845312568833,0.0
100,250,0.05,2.0,1.0,33,33,0.002878223973491205,0.0
100,250,0.05,3.0,0.0,39,40,2.239298808518392e-05,0.0
100,250,0.05,3.0,0.25,44,44,0.0,0.0
100,250,0.05,3.0,0.5,39,42,0.000175837185704128,0.0
100,250,0.05,3.0,1.0,23,24,0.012397561309946278,0.0009373207522228554
100,250,0.1,1.0,0.0,44,44,0.0002005505302302648,0.0
100,250,0.1,1.0,0.25,41,42,0.000555029774055188,0.0
100,250,0.1,1.0,0.5,44,45,0.0006731657795890681,0.0
100,250,0.1,1.0,1.0,34,35,0.0037086122386362215,0.0
100,250,0.1,1.5,0.0,46,46,0.0002448263132388316,0.0
100,250,0.1,1.5,0.25,42,43,0.0006959844930732247,0.0
100,250,0.1,1.5,0.5,41,42,0.0009049919284442018,0.0
100,250,0.1,1.5,1.0,19,21,0.040903708323650874,0.0074713235985840246
100,250,0.1,2.0,0.0,40,44,0.0004322957566843613,0.0
100,250,0.1,2.0,0.25,44,44,0.0002395678646788587,0.0
100,250,0.1,2.0,0.5,40,42,0.0006503966980367969,0.0
100,250,0.1,2.0,1.0,17,17,0.06940501578141282,0.02198505015175921
100,250,0.1,3.0,0.0,38,39,0.0002869127814607325,0.0
100,250,0.1,3.0,0.25,36,37,0.0015563443887559023,0.0
100,250,0.1,3.0,0.5,30,32,0.008489599833868471,0.0
100,250,0.1,3.0,1.0,12,12,0.09995503113623391,0.11310136394525377
100,250,0.2,1.0,0.0,44,45,0.0004257318190544674,0.0
100,250,0.2,1.0,0.25,35,35,0.002689580417811994,0.0
100,250,0.2,1.0,0.5,32,32,0.00824441463744286,0.0
100,250,0.2,1.0,1.0,4,4,0.3620313401814749,0.44003358681944765
100,250,0.2,1.5,0.0,43,44,0.0005005229256630577,0.0
100,250,0.2,1.5,0.25,33,34,0.007317157377932874,0.0
100,250,0.2,1.5,0.5,21,23,0.021134124863349174,0.0020644507580304654
100,250,0.2,1.5,1.0,6,6,0.24379721030193494,0.3445824198696473
100,250,0.2,2.0,0.0,37,37,0.0026278095129013334,0.0
100,250,0.2,2.0,0.25,22,25,0.012479314627124184,3.3977642895088866e-07
100,250,0.2,2.0,0.5,14,14,0.06005194004537877,0.02280622987998162
100,250,0.2,2.0,1.0,13,14,0.2209425836906262,0.30085419492173393
100,250,0.2,3.0,0.0,22,25,0.011064265145419252,0.0
100,250,0.2,3.0,0.25,13,13,0.04049705235930668,0.024980096346585337
100,250,0.2,3.0,0.5,15,16,0.09352771611227868,0.0937692193668617
100,250,0.2,3.0,1.0,13,13,0.23248155521261618,0.29008319024337986
100,500,0.01,1.0,0.0,34,36,0.000614544276186086,0.0
100,500,0.01,1.0,0.25,44,45,0.0003707170252387799,0.0
100,500,0.01,1.0,0.5,37,37,0.0005142513188030399,0.0
100,500,0.01,1.0,1.0,40,42,0.0006066816906325207,0.0
100,500,0.01,1.5,0.0,39,40,0.0002092353554353979,0.0
100,500,0.01,1.5,0.25,30,33,0.0012456379297838718,0.0
100,500,0.01,1.5,0.5,36,40,0.00019454704736069367,0.0
100,500,0.01,1.5,1.0,39,39,0.00030185670522231986,0.0
100,500,0.01,2.0,0.0,43,43,0.00019816379813214344,0.0
100,500,0.01,2.0,0.25,38,40,0.00013312736021193073,0.0
100,500,0.01,2.0,0.5,35,37,0.00087626854583196,0.0
100,500,0.01,2.0,1.0,40,40,0.0009552354413988546,0.0
100,500,0.01,3.0,0.0,32,34,0.0002264561546587486,0.0
100,500,0.01,3.0,0.25,41,44,0.0003693130493814227,0.0
100,500,0.01,3.0,0.5,31,33,0.000504641391286829,0.0
100,500,0.01,3.0,1.0,37,38,0.0004825960386469302,0.0
100,500,0.03,1.0,0.0,42,44,0.0008335280842766535,0.0
100,500,0.03,1.0,0.25,38,43,0.0006134033447755157,0.0
100,500,0.03,1.0,0.5,40,41,0.0006834257890622342,0.0
100,500,0.03,1.0,1.0,40,42,0.000552113351528929,0.0
100,500,0.03,1.5,0.0,38,39,0.0005571524112779,0.0
100,500,0.03,1.5,0.25,36,40,0.0005505104350433481,0.0
100,500,0.03,1.5,0.5,39,44,0.00017409198368147395,0.0
100,500,0.03,1.5,1.0,41,42,0.00028491378154319813,0.0
100,500,0.03,2.0,0.0,37,39,9.493991319104063e-05,0.0
100,500,0.03,2.0,0.25,41,41,0.0006914728501639036,0.0
100,500,0.03,2.0,0.5,40,40,0.00027937769534493694,0.0
100,500,0.03,2.0,1.0,42,44,3.9467024966401905e-05,0.0
100,500,0.03,3.0,0.0,34,38,0.0003699955566513312,0.0
100,500,0.03,3.0,0.25,38,40,0.00029229061496699536,0.0
100,500,0.03,3.0,0.5,40,42,5.7125458664743914e-05,0.0
100,500,0.03,3.0,1.0,40,43,3.824222919678391e-05,0.0
100,500,0.05,1.0,0.0,39,39,0.000588186345046612,0.0
100,500,0.05,1.0,0.25,46,47,5.952735700838575e-05,0.0
100,500,0.05,1.0,0.5,43,44,0.0006121998557480863,0.0
100,500,0.05,1.0,1.0,38,39,0.0009297989729558331,0.0
100,500,0.05,1.5,0.0,44,44,0.00024582207212862917,0.0
100,500,0.05,1.5,0.25,41,44,0.000312671058187891,0.0
100,500,0.05,1.5,0.5,44,45,0.0004270185353862277,0.0
100,500,0.05,1.5,1.0,41,42,0.0006953086317359077,0.0
100,500,0.05,2.0,0.0,38,39,0.0003188210948313037,0.0
100,500,0.05,2.0,0.25,42,44,0.0,0.0
100,500,0.05,2.0,0.5,47,48,5.633320491631566e-05,0.0
100,500,0.05,2.0,1.0,42,42,0.0001554049777975035,0.0
100,500,0.05,3.0,0.0,45,45,0.0,0.0
100,500,0.05,3.0,0.25,42,46,7.918080853133224e-05,0.0
100,500,0.05,3.0,0.5,39,43,6.650649269750466e-05,0.0
100,500,0.05,3.0,1.0,41,43,0.0005159115980014631,0.0
100,500,0.1,1.0,0.0,40,42,0.0004490942489869113,0.0
100,500,0.1,1.0,0.25,40,40,0.001244531292161234,0.0
100,500,0.1,1.0,0.5,42,43,0.0011181739045426683,0.0
100,500,0.1,1.0,1.0,37,37,0.001008531969449092,0.0
100,500,0.1,1.5,0.0,45,47,0.00011357012703814714,0.0
100,500,0.1,1.5,0.25,47,47,4.148824096843418e-05,0.0
100,500,0.1,1.5,0.5,41,41,0.0005980840521744332,0.0
100,500,0.1,1.5,1.0,36,38,0.001345498546210742,0.0
100,500,0.1,2.0,0.0,43,44,0.00014244795967354305,0.0
100,500,0.1,2.0,0.25,47,47,3.132165149121693e-05,0.0
100,500,0.1,2.0,0.5,45,46,0.00020634696558977358,0.0
100,500,0.1,2.0,1.0,40,41,0.0022106923830793558,0.0
100,500,0.1,3.0,0.0,41,45,2.1615993533602163e-05,0.0
100,500,0.1,3.0,0.25,42,42,0.0013042706781569088,0.0
100,500,0.1,3.0,0.5,37,40,0.00026285423769732556,0.0
100,500,0.1,3.0,1.0,33,35,0.006907992324969378,0.0
100,500,0.2,1.0,0.0,43,43,0.0005688050541292379,0.0
100,500,0.2,1.0,0.25,38,38,0.0018060097378897711,0.0
100,500,0.2,1.0,0.5,40,41,0.0014670311888609563,0.0
100,500,0.2,1.0,1.0,31,33,0.005064133626809946,0.0
100,500,0.2,1.5,0.0,39,39,0.0011594470570580626,0.0
100,500,0.2,1.5,0.25,37,37,0.0016839485565534043,0.0
100,500,0.2,1.5,0.5,31,32,0.004337896160787248,0.0
100,500,0.2,1.5,1.0,22,23,0.03459047524883602,0.0035170293577751807
100,500,0.2,2.0,0.0,43,44,0.0008342375955892736,0.0
100,500,0.2,2.0,0.25,42,44,0.0011992951897412318,0.0
100,500,0.2,2.0,0.5,24,25,0.012276985031069316,0.0
100,500,0.2,2.0,1.0,23,24,0.04760659978154289,0.0014958207025738118
100,500,0.2,3.0,0.0,27,30,0.011533434486101023,0.0
100,500,0.2,3.0,0.25,23,23,0.020530335493373793,0.0005175498253013923
100,500,0.2,3.0,0.5,18,18,0.0454039021932273,0.023111896955389448
100,500,0.2,3.0,1.0,12,12,0.09534232141427221,0.10616921807391004
100,1000,0.01,1.0,0.0,40,40,7.679931457924297e-05,0.0
100,1000,0.01,1.0,0.25,44,45,0.00015913061495142849,0.0
100,1000,0.01,1.0,0.5,40,42,0.00013138873952608113,0.0
100,1000,0.01,1.0,1.0,35,37,0.0007700086524452423,0.0
100,1000,0.01,1.5,0.0,39,39,0.00024267309452268148,0.0
100,1000,0.01,1.5,0.25,36,37,0.00021874004568324002,0.0
100,1000,0.01,1.5,0.5,37,39,0.0005831124041300388,0.0
100,1000,0.01,1.5,1.0,38,38,0.0005784145345627896,0.0
100,1000,0.01,2.0,0.0,34,39,0.0006226431344374611,0.0
100,1000,0.01,2.0,0.25,34,36,0.00016908175820621728,0.0
100,1000,0.01,2.0,0.5,39,39,0.0005997365030106065,0.0
100,1000,0.01,2.0,1.0,33,34,0.0003283366594282378,0.0
100,1000,0.01,3.0,0.0,34,34,0.0007462674380741671,0.0
100,1000,0.01,3.0,0.25,32,35,0.0005790381150324933,0.0
100,1000,0.01,3.0,0.5,28,33,0.00031215416881441333,0.0
100,1000,0.01,3.0,1.0,32,36,0.0007212509918953218,0.0
100,1000,0.03,1.0,0.0,36,39,0.001079898931130746,0.0
100,1000,0.03,1.0,0.25,43,46,0.0003161880345117141,0.0
100,1000,0.03,1.0,0.5,46,46,6.978280699144427e-05,0.0
100,1000,0.03,1.0,1.0,40,41,0.0005861840709003004,0.0
100,1000,0.03,1.5,0.0,43,46,6.744105467674746e-05,0.0
100,1000,0.03,1.5,0.25,38,44,0.00040095507306258694,0.0
100,1000,0.03,1.5,0.5,44,46,0.00036407503022011797,0.0
100,1000,0.03,1.5,1.0,37,40,0.00021652276092932744,0.0
100,1000,0.03,2.0,0.0,38,40,0.0006905737881492208,0.0
100,1000,0.03,2.0,0.25,42,42,8.95365535557318e-05,0.0
100,1000,0.03,2.0,0.5,45,45,0.000204256796200927,0.0
100,1000,0.03,2.0,1.0,39,43,0.000250433961277532,0.0
100,1000,0.03,3.0,0.0,37,39,0.00012180415159858738,0.0
100,1000,0.03,3.0,0.25,40,41,5.194749522969992e-05,0.0
100,1000,0.03,3.0,0.5,35,37,0.0003236570509561659,0.0
100,1000,0.03,3.0,1.0,40,41,0.0004254559109229162,0.0
100,1000,0.05,1.0,0.0,45,46,0.00024097156353919443,0.0
100,1000,0.05,1.0,0.25,38,42,0.0004793951737460018,0.0
100,1000,0.05,1.0,0.5,36,38,0.0005016805650830461,0.0
100,1000,0.05,1.0,1.0,44,44,0.00016754861292547058,0.0
100,1000,0.05,1.5,0.0,42,44,8.48298949877907e-05,0.0
100,1000,0.05,1.5,0.25,43,44,9.08849611337026e-06,0.0
100,1000,0.05,1.5,0.5,38,39,0.0002874678856365374,0.0
100,1000,0.05,1.5,1.0,43,44,0.00027426150284977455,0.0
100,1000,0.05,2.0,0.0,44,45,0.000241118908356304,0.0
100,1000,0.05,2.0,0.25,41,42,0.00024635939925821593,0.0
100,1000,0.05,2.0,0.5,40,42,0.00012258973146293448,0.0
100,1000,0.05,2.0,1.0,38,40,0.00038590796057747894,0.0
100,1000,0.05,3.0,0.0,43,43,0.00020093090065934874,0.0
100,1000,0.05,3.0,0.25,33,35,0.0001371677829790203,0.0
100,1000,0.05,3.0,0.5,42,42,3.262606943020968e-06,0.0
100,1000,0.05,3.0,1.0,38,38,2.413335645448225e-05,0.0
100,1000,0.1,1.0,0.0,43,46,0.0005967737439605627,0.0
100,1000,0.1,1.0,0.25,41,42,0.0005516223994363974,0.0
100,1000,0.1,1.0,0.5,41,42,0.0009060226324961277,0.0
100,1000,0.1,1.0,1.0,37,42,0.00042375980452046544,0.0
100,1000,0.1,1.5,0.0,43,45,0.00016282620678127613,0.0
100,1000,0.1,1.5,0.25,43,45,0.00015687177668600067,0.0
100,1000,0.1,1.5,0.5,47,47,8.481114875374784e-05,0.0
100,1000,0.1,1.5,1.0,39,40,0.0004594386390971128,0.0
100,1000,0.1,2.0,0.0,40,40,0.0002651001213950222,0.0
100,1000,0.1,2.0,0.25,43,44,0.0002090179792610386,0.0
100,1000,0.1,2.0,0.5,45,46,4.417322595760227e-05,0.0
100,1000,0.1,2.0,1.0,44,45,0.00031091996411796477,0.0
100,1000,0.1,3.0,0.0,43,43,0.0005188062263908775,0.0
100,1000,0.1,3.0,0.25,42,42,0.00018801509720157427,0.0
100,1000,0.1,3.0,0.5,35,36,0.00046225275818367217,0.0
100,1000,0.1,3.0,1.0,36,37,0.0006534971754715371,0.0
100,1000,0.2,1.0,0.0,36,37,0.0013822547280911257,0.0
100,1000,0.2,1.0,0.25,41,42,0.0010446759509237153,0.0
100,1000,0.2,1.0,0.5,40,41,0.0009109406826201974,0.0
100,1000,0.2,1.0,1.0,44,45,0.0008783652331649267,0.0
100,1000,0.2,1.5,0.0,44,44,0.0009578907662538729,0.0
100,1000,0.2,1.5,0.25,37,39,0.0010743365223749007,0.0
100,1000,0.2,1.5,0.5,41,41,0.0010032436316073196,0.0
100,1000,0.2,1.5,1.0,44,44,0.00042889233333935585,0.0
100,1000,0.2,2.0,0.0,41,42,0.0021406932495139598,0.0
100,1000,0.2,2.0,0.25,41,41,0.0017078490416413239,0.0
100,1000,0.2,2.0,0.5,37,39,0.0010890261952406666,0.0
100,1000,0.2,2.0,1.0,45,45,0.0010572224137374658,0.0
100,1000,0.2,3.0,0.0,28,30,0.008757893768465124,0.0
100,1000,0.2,3.0,0.25,28,30,0.007819874990208621,0.0
100,1000,0.2,3.0,0.5,25,25,0.010086188661518423,0.0
100,1000,0.2,3.0,1.0,24,25,0.010612635752573185,0.0
100,5000,0.01,1.0,0.0,41,42,0.0004645705179580314,0.0
100,5000,0.01,1.0,0.25,34,36,0.0004206249630581862,0.0
100,5000,0.01,1.0,0.5,32,33,0.00014517951606389238,0.0
100,5000,0.01,1.0,1.0,35,39,0.000282185801721046,0.0
100,5000,0.01,1.5,0.0,40,40,0.0,0.0
100,5000,0.01,1.5,0.25,30,30,0.00027267574658600515,0.0
100,5000,0.01,1.5,0.5,40,40,0.0003209366994421535,0.0
100,5000,0.01,1.5,1.0,31,34,0.00039640771151662794,0.0
100,5000,0.01,2.0,0.0,37,41,0.0004481466252261783,0.0
100,5000,0.01,2.0,0.25,34,36,9.081925227705686e-05,0.0
100,5000,0.01,2.0,0.5,33,35,0.0001122797475700281,0.0
100,5000,0.01,2.0,1.0,32,34,0.0009607410185049862,0.0
100,5000,0.01,3.0,0.0,26,28,0.00034625024930783684,0.0
100,5000,0.01,3.0,0.25,35,36,0.0003194312667019184,0.0
100,5000,0.01,3.0,0.5,33,34,0.0002981899173133909,0.0
100,5000,0.01,3.0,1.0,34,34,0.0009018231246017595,0.0
100,5000,0.03,1.0,0.0,37,41,0.0006216948687542774,0.0
100,5000,0.03,1.0,0.25,38,39,0.0004890203848679778,0.0
100,5000,0.03,1.0,0.5,39,40,0.0007711261040888693,0.0
100,5000,0.03,1.0,1.0,31,35,0.0009329145037275273,0.0
100,5000,0.03,1.5,0.0,42,42,0.0004892850076039907,0.0
100,5000,0.03,1.5,0.25,39,40,0.000494036826531425,0.0
100,5000,0.03,1.5,0.5,36,40,0.000969069384883109,0.0
100,5000,0.03,1.5,1.0,41,42,0.00011553348713313906,0.0
100,5000,0.03,2.0,0.0,38,41,1.2133661172396143e-05,0.0
100,5000,0.03,2.0,0.25,37,39,0.0005492381849095315,0.0
100,5000,0.03,2.0,0.5,40,42,0.0005482508588345461,0.0
100,5000,0.03,2.0,1.0,38,39,0.0007366552071769253,0.0
100,5000,0.03,3.0,0.0,36,37,8.987646864053247e-05,0.0
100,5000,0.03,3.0,0.25,38,39,0.00033822997559627505,0.0
100,5000,0.03,3.0,0.5,34,39,0.0005802720630960094,0.0
100,5000,0.03,3.0,1.0,34,37,0.0003000889287265628,0.0
100,5000,0.05,1.0,0.0,44,45,0.00032962429451707353,0.0
100,5000,0.05,1.0,0.25,42,45,0.0006885617799234345,0.0
100,5000,0.05,1.0,0.5,43,43,0.00043945944816900935,0.0
100,5000,0.05,1.0,1.0,36,38,0.0004795518870481797,0.0
100,5000,0.05,1.5,0.0,41,43,0.00027663103800831915,0.0
100,5000,0.05,1.5,0.25,39,40,0.00011440002300583743,0.0
100,5000,0.05,1.5,0.5,35,36,0.00039343106681137373,0.0
100,5000,0.05,1.5,1.0,38,40,0.00029820233306646386,0.0
100,5000,0.05,2.0,0.0,44,44,0.00045022534175625183,0.0
100,5000,0.05,2.0,0.25,39,41,0.00018012002241818718,0.0
100,5000,0.05,2.0,0.5,30,32,0.0009041228262702096,0.0
100,5000,0.05,2.0,1.0,36,38,0.001052185117677608,0.0
100,5000,0.05,3.0,0.0,38,40,0.000490430076409857,0.0
100,5000,0.05,3.0,0.25,38,41,0.00017037448459226662,0.0
100,5000,0.05,3.0,0.5,35,39,0.0004510767452286874,0.0
100,5000,0.05,3.0,1.0,31,34,0.00022970442773158649,0.0
100,5000,0.1,1.0,0.0,41,42,0.000274342362865285,0.0
100,5000,0.1,1.0,0.25,42,42,0.0007536936872198474,0.0
100,5000,0.1,1.0,0.5,45,45,0.00011088718805827728,0.0
100,5000,0.1,1.0,1.0,39,40,0.0004409570777736769,0.0
100,5000,0.1,1.5,0.0,42,42,0.0002949311488493651,0.0
100,5000,0.1,1.5,0.25,44,46,0.00011656202794950873,0.0
100,5000,0.1,1.5,0.5,43,45,0.0002242326421592375,0.0
100,5000,0.1,1.5,1.0,39,40,0.0004466111660346609,0.0
100,5000,0.1,2.0,0.0,43,43,3.418640242944512e-05,0.0
100,5000,0.1,2.0,0.25,43,44,0.00029647291777926203,0.0
100,5000,0.1,2.0,0.5,39,42,0.0003623483427060181,0.0
100,5000,0.1,2.0,1.0,33,36,0.0008152792758312731,0.0
100,5000,0.1,3.0,0.0,44,44,0.00014336048226743506,0.0
100,5000,0.1,3.0,0.25,42,45,3.991200299506434e-05,0.0
100,5000,0.1,3.0,0.5,36,37,0.00040462547432290244,0.0
100,5000,0.1,3.0,1.0,37,40,0.0002725921647268402,0.0
100,5000,0.2,1.0,0.0,42,43,0.0007781498243268076,0.0
100,5000,0.2,1.0,0.25,40,41,0.0009373323522161825,0.0
100,5000,0.2,1.0,0.5,43,45,0.00022205099875000168,0.0
100,5000,0.2,1.0,1.0,40,41,0.0009311558221114639,0.0
100,5000,0.2,1.5,0.0,42,42,0.0007953914236686406,0.0
100,5000,0.2,1.5,0.25,36,38,0.0007605968702704705,0.0
100,5000,0.2,1.5,0.5,40,40,0.0004409123336511223,0.0
100,5000,0.2,1.5,1.0,44,44,0.00020075859920586406,0.0
100,5000,0.2,2.0,0.0,36,36,0.0037128534838290605,0.0
100,5000,0.2,2.0,0.25,42,42,0.0003431720345828701,0.0
100,5000,0.2,2.0,0.5,43,44,0.0002802627712074815,0.0
100,5000,0.2,2.0,1.0,42,42,0.0002572195598314495,0.0
100,5000,0.2,3.0,0.0,22,24,0.01117466935767238,0.0008615733799040761
