dim,budget,cp,power,alpha,exact,within1,mean_regret,median_regret
20,5000,0.2,2.0,0.5,31,34,0.003847771890706138,0.0
20,5000,0.2,2.0,1.0,43,44,0.0007346842162450901,0.0
20,5000,0.2,3.0,0.0,25,28,0.012541479746934274,0.00034773720249228583
20,5000,0.2,3.0,0.25,27,30,0.014078176726387512,0.0
20,5000,0.2,3.0,0.5,29,32,0.005519702993376744,0.0
20,5000,0.2,3.0,1.0,42,43,0.0007319508150717712,0.0
50,100,0.01,1.0,0.0,41,45,0.0002752205542108298,0.0
50,100,0.01,1.0,0.25,41,44,0.0006412460879211437,0.0
50,100,0.01,1.0,0.5,39,44,0.0006144784077667214,0.0
50,100,0.01,1.0,1.0,39,40,0.0017842608941910174,0.0
50,100,0.01,1.5,0.0,42,46,0.0002751942264077602,0.0
50,100,0.01,1.5,0.25,42,44,0.0006043206895351034,0.0
50,100,0.01,1.5,0.5,44,44,0.00038547969559194465,0.0
50,100,0.01,1.5,1.0,43,43,0.0005285402821489561,0.0
50,100,0.01,2.0,0.0,39,43,0.0008686068746556818,0.0
50,100,0.01,2.0,0.25,42,43,0.0005497636346495942,0.0
50,100,0.01,2.0,0.5,43,49,0.0006268803814097995,0.0
50,100,0.01,2.0,1.0,39,43,0.001007648485164239,0.0
50,100,0.01,3.0,0.0,32,37,0.0008810489061146609,0.0
50,100,0.01,3.0,0.25,39,42,0.0004101379893529004,0.0
50,100,0.01,3.0,0.5,39,41,0.00028308628599738934,0.0
50,100,0.01,3.0,1.0,35,36,0.0022205003015173734,0.0
50,100,0.03,1.0,0.0,41,43,0.0007451907331229332,0.0
50,100,0.03,1.0,0.25,44,44,0.00032120356109195474,0.0
50,100,0.03,1.0,0.5,38,39,0.0012704119833553517,0.0
50,100,0.03,1.0,1.0,26,28,0.02307499600896059,0.0
50,100,0.03,1.5,0.0,39,45,0.0007078053308567705,0.0
50,100,0.03,1.5,0.25,45,46,0.0006445604825827652,0.0
50,100,0.03,1.5,0.5,41,43,0.0008150911140932951,0.0
50,100,0.03,1.5,1.0,30,31,0.02334071169574536,0.0
50,100,0.03,2.0,0.0,44,47,0.0002753799923974538,0.0
50,100,0.03,2.0,0.25,44,48,0.0004453814213203533,0.0
50,100,0.03,2.0,0.5,39,43,0.001531372762562901,0.0
50,100,0.03,2.0,1.0,21,21,0.033548733205985566,0.00659592983991567
50,100,0.03,3.0,0.0,41,42,0.00033008645634790965,0.0
50,100,0.03,3.0,0.25,43,46,4.499321229968989e-05,0.0
50,100,0.03,3.0,0.5,45,46,0.00021638680728619368,0.0
50,100,0.03,3.0,1.0,13,13,0.0470848552545239,0.021625043071287563
50,100,0.05,1.0,0.0,43,44,0.0007874206203429088,0.0
50,100,0.05,1.0,0.25,41,41,0.0010472782904076322,0.0
50,100,0.05,1.0,0.5,40,43,0.0012361576297107875,0.0
50,100,0.05,1.0,1.0,18,19,0.06434633428794391,0.01745672610569756
50,100,0.05,1.5,0.0,39,42,0.0012339880347281712,0.0
50,100,0.05,1.5,0.25,39,41,0.0011488393166655413,0.0
50,100,0.05,1.5,0.5,37,39,0.002302060196903403,0.0
50,100,0.05,1.5,1.0,7,8,0.07836753402254212,0.04682303055568739
50,100,0.05,2.0,0.0,43,45,0.0003008379565891063,0.0
50,100,0.05,2.0,0.25,40,43,0.0005075004553511204,0.0
50,100,0.05,2.0,0.5,33,37,0.0032713842799649367,0.0
50,100,0.05,2.0,1.0,5,5,0.13759481467495785,0.1661086161869129
50,100,0.05,3.0,0.0,41,41,0.00033060625943889555,0.0
50,100,0.05,3.0,0.25,32,34,0.0015558200603756705,0.0
50,100,0.05,3.0,0.5,28,30,0.008531686549269897,0.0
50,100,0.05,3.0,1.0,8,9,0.11556651462055947,0.12800997144389448
50,100,0.1,1.0,0.0,40,42,0.0013000764878629229,0.0
50,100,0.1,1.0,0.25,33,37,0.0023095112870072845,0.0
50,100,0.1,1.0,0.5,31,31,0.009657494424545814,0.0
50,100,0.1,1.0,1.0,0,1,0.47161988868522847,0.39996910341118236
50,100,0.1,1.5,0.0,45,46,0.00017565258606270376,0.0
50,100,0.1,1.5,0.25,43,44,0.00192197589417271,0.0
50,100,0.1,1.5,0.5,24,27,0.015731385816763713,0.0008725172806818005
50,100,0.1,1.5,1.0,1,2,0.40921962067787837,0.37135952056246485
50,100,0.1,2.0,0.0,43,44,0.0007509496142767502,0.0
50,100,0.1,2.0,0.25,36,36,0.002462926104590627,0.0
50,100,0.1,2.0,0.5,22,24,0.02848121920359564,0.001807720414071871
50,100,0.1,2.0,1.0,3,4,0.27849545257585706,0.2601229581937084
50,100,0.1,3.0,0.0,38,39,0.0014265430896033776,0.0
50,100,0.1,3.0,0.25,29,31,0.009066815622219688,0.0
50,100,0.1,3.0,0.5,12,12,0.05897712345514644,0.06270433279283921
50,100,0.1,3.0,1.0,3,3,0.22933215742333005,0.2216413181233483
50,100,0.2,1.0,0.0,35,36,0.00258558341812353,0.0
50,100,0.2,1.0,0.25,24,27,0.01209381342268566,0.00038450366075899745
50,100,0.2,1.0,0.5,15,16,0.09737494601987312,0.022049281371705816
50,100,0.2,1.0,1.0,0,0,0.525231354922926,0.4326759534563009
50,100,0.2,1.5,0.0,37,38,0.005690900524895437,0.0
50,100,0.2,1.5,0.25,23,26,0.03281416165732784,0.003443857200745075
50,100,0.2,1.5,0.5,5,5,0.17268634830058482,0.22312748332996082
50,100,0.2,1.5,1.0,2,2,0.38553960628514233,0.3187356684867494
50,100,0.2,2.0,0.0,25,26,0.014482108656445811,2.830449699031505e-05
50,100,0.2,2.0,0.25,9,14,0.04171463545036774,0.012965394458193806
50,100,0.2,2.0,0.5,5,5,0.18060933707377153,0.20759349927047105
50,100,0.2,2.0,1.0,3,3,0.3467064468540292,0.33448554883350823
50,100,0.2,3.0,0.0,28,29,0.006543602591666369,0.0
50,100,0.2,3.0,0.25,5,7,0.07586524226221183,0.0866122371930231
50,100,0.2,3.0,0.5,3,3,0.21125310578655046,0.21249791220420156
50,100,0.2,3.0,1.0,5,5,0.3114947499510693,0.27929210575830177
50,250,0.01,1.0,0.0,33,38,0.0012438574674677274,0.0
50,250,0.01,1.0,0.25,37,42,0.0002586557143294929,0.0
50,250,0.01,1.0,0.5,44,46,0.00038790428754175143,0.0
50,250,0.01,1.0,1.0,40,42,0.0007690867725100567,0.0
50,250,0.01,1.5,0.0,39,42,0.0003541929756980694,0.0
50,250,0.01,1.5,0.25,46,46,9.87933431928989e-06,0.0
50,250,0.01,1.5,0.5,45,48,0.0002269209975369514,0.0
50,250,0.01,1.5,1.0,46,47,0.0001823019684527869,0.0
50,250,0.01,2.0,0.0,43,44,0.00016555473863980264,0.0
50,250,0.01,2.0,0.25,40,43,0.00040056185593928014,0.0
50,250,0.01,2.0,0.5,46,46,0.0,0.0
50,250,0.01,2.0,1.0,44,46,0.0003859439546111839,0.0
50,250,0.01,3.0,0.0,39,42,0.00038499187865257203,0.0
50,250,0.01,3.0,0.25,40,44,0.0004992646565149941,0.0
50,250,0.01,3.0,0.5,42,44,0.00011683769274007626,0.0
50,250,0.01,3.0,1.0,39,43,0.0003114776792162316,0.0
50,250,0.03,1.0,0.0,42,44,0.00023857958309979097,0.0
50,250,0.03,1.0,0.25,43,43,0.0006604487778587878,0.0
50,250,0.03,1.0,0.5,40,41,0.0011792379026034647,0.0
50,250,0.03,1.0,1.0,40,40,0.0011847543584070426,0.0
50,250,0.03,1.5,0.0,44,49,0.00038989179123767397,0.0
50,250,0.03,1.5,0.25,41,42,0.00057701364302726,0.0
50,250,0.03,1.5,0.5,47,47,0.0004325351918938555,0.0
50,250,0.03,1.5,1.0,40,40,0.0020697556867595042,0.0
50,250,0.03,2.0,0.0,42,43,0.000704149060505236,0.0
50,250,0.03,2.0,0.25,41,42,0.0007081838495423443,0.0
50,250,0.03,2.0,0.5,44,45,0.0004341074054881461,0.0
50,250,0.03,2.0,1.0,37,37,0.0017857801918152538,0.0
50,250,0.03,3.0,0.0,39,43,0.00024705932085590624,0.0
50,250,0.03,3.0,0.25,41,42,0.00027972102214678324,0.0
50,250,0.03,3.0,0.5,43,43,0.00031212345999176986,0.0
50,250,0.03,3.0,1.0,34,34,0.0035360285219219845,0.0
50,250,0.05,1.0,0.0,43,48,0.0006748955594512851,0.0
50,250,0.05,1.0,0.25,39,42,0.0010561611154733016,0.0
50,250,0.05,1.0,0.5,41,42,0.0009369093962218949,0.0
50,250,0.05,1.0,1.0,41,43,0.0020993479484711663,0.0
50,250,0.05,1.5,0.0,46,46,0.00039431395531364463,0.0
50,250,0.05,1.5,0.25,44,45,0.0006373372896247498,0.0
50,250,0.05,1.5,0.5,44,46,0.0008169526701029175,0.0
50,250,0.05,1.5,1.0,31,32,0.0058998458638814385,0.0
50,250,0.05,2.0,0.0,42,43,0.00045275537101568454,0.0
50,250,0.05,2.0,0.25,46,47,0.00014482050064161506,0.0
50,250,0.05,2.0,0.5,39,40,0.0015641796199469585,0.0
50,250,0.05,2.0,1.0,32,34,0.004878956609633882,0.0
50,250,0.05,3.0,0.0,44,45,0.0001072146106742522,0.0
50,250,0.05,3.0,0.25,44,46,0.00032470662830797733,0.0
50,250,0.05,3.0,0.5,41,41,0.0009105430591516924,0.0
50,250,0.05,3.0,1.0,22,25,0.014842513511907912,0.0002610363665252781
50,250,0.1,1.0,0.0,38,40,0.0011210203368466007,0.0
50,250,0.1,1.0,0.25,38,39,0.001162610292740438,0.0
50,250,0.1,1.0,0.5,36,36,0.003488708686084141,0.0
50,250,0.1,1.0,1.0,19,23,0.050227577367899706,0.004880516846643847
50,250,0.1,1.5,0.0,46,47,0.00027450413538203177,0.0
50,250,0.1,1.5,0.25,42,43,0.002050747982908586,0.0
50,250,0.1,1.5,0.5,32,33,0.004334778650874871,0.0
50,250,0.1,1.5,1.0,18,20,0.036098867091080455,0.007799693991143011
50,250,0.1,2.0,0.0,43,43,0.00101801303826929,0.0
50,250,0.1,2.0,0.25,36,36,0.0020161073821623964,0.0
50,250,0.1,2.0,0.5,33,34,0.00941389242482879,0.0
50,250,0.1,2.0,1.0,12,13,0.05243616755522058,0.019637937698357755
50,250,0.1,3.0,0.0,38,39,0.0016778909994105387,0.0
50,250,0.1,3.0,0.25,35,38,0.004221918016717136,0.0
50,250,0.1,3.0,0.5,26,29,0.011948855473293784,0.0
50,250,0.1,3.0,1.0,11,11,0.08959072676677932,0.10817106646945682
50,250,0.2,1.0,0.0,40,41,0.002624510170023928,0.0
50,250,0.2,1.0,0.25,32,33,0.010503523629168027,0.0
50,250,0.2,1.0,0.5,21,22,0.04972334148914657,0.007133880900949123
50,250,0.2,1.0,1.0,3,3,0.2763654899462956,0.2914082458291708
50,250,0.2,1.5,0.0,37,37,0.002768780856065166,0.0
50,250,0.2,1.5,0.25,25,25,0.031056182094277518,0.0013471188568898555
50,250,0.2,1.5,0.5,15,17,0.05928554626370985,0.019926978501270173
50,250,0.2,1.5,1.0,3,4,0.25348924626290514,0.26276698724127306
50,250,0.2,2.0,0.0,30,31,0.007378493967647685,0.0
50,250,0.2,2.0,0.25,22,26,0.03451184817121594,0.00196362776811115
50,250,0.2,2.0,0.5,7,7,0.062172288100284835,0.035559790710356774
50,250,0.2,2.0,1.0,5,5,0.22714799793509555,0.22973424274492085
50,250,0.2,3.0,0.0,29,30,0.015825333141742767,0.0
50,250,0.2,3.0,0.25,17,19,0.0343802279790708,0.014388493113036305
50,250,0.2,3.0,0.5,9,10,0.09731128612295749,0.11317094585232149
50,250,0.2,3.0,1.0,7,7,0.1870771014744551,0.18619743278374334
50,500,0.01,1.0,0.0,39,43,0.0008403283672458641,0.0
50,500,0.01,1.0,0.25,41,45,0.0008280518729090453,0.0
50,500,0.01,1.0,0.5,44,44,0.0003644696441378256,0.0
50,500,0.01,1.0,1.0,43,46,0.00039202530354790236,0.0
50,500,0.01,1.5,0.0,42,45,0.00023220916107492948,0.0
50,500,0.01,1.5,0.25,41,43,0.0005167377820855383,0.0
50,500,0.01,1.5,0.5,40,45,0.0010462720369114646,0.0
50,500,0.01,1.5,1.0,36,40,0.0010592733158255084,0.0
50,500,0.01,2.0,0.0,42,44,0.00020468196067640964,0.0
50,500,0.01,2.0,0.25,41,47,0.0005287506861876058,0.0
50,500,0.01,2.0,0.5,41,45,0.000268167764363439,0.0
50,500,0.01,2.0,1.0,39,42,0.000642853237607313,0.0
50,500,0.01,3.0,0.0,38,42,0.0007975810463268355,0.0
50,500,0.01,3.0,0.25,43,44,0.00016567315681367107,0.0
50,500,0.01,3.0,0.5,40,41,0.00016753594789662395,0.0
50,500,0.01,3.0,1.0,41,42,0.00014893638395916607,0.0
50,500,0.03,1.0,0.0,38,40,0.00064863469007117,0.0
50,500,0.03,1.0,0.25,37,39,0.0008989449183898793,0.0
50,500,0.03,1.0,0.5,44,45,0.00047328306982907597,0.0
50,500,0.03,1.0,1.0,43,43,0.0002115692646282153,0.0
50,500,0.03,1.5,0.0,45,47,0.00023876096750022994,0.0
50,500,0.03,1.5,0.25,43,45,0.00047218712256402837,0.0
50,500,0.03,1.5,0.5,44,44,0.0003041395242722873,0.0
50,500,0.03,1.5,1.0,38,41,0.0007041108558944676,0.0
50,500,0.03,2.0,0.0,41,44,0.0005566068788870993,0.0
50,500,0.03,2.0,0.25,41,42,0.0005338204138972901,0.0
50,500,0.03,2.0,0.5,40,41,0.00045467363567191046,0.0
50,500,0.03,2.0,1.0,39,39,0.0012120703794753363,0.0
50,500,0.03,3.0,0.0,35,40,0.0007268037150925852,0.0
50,500,0.03,3.0,0.25,44,46,0.0006310167279252925,0.0
50,500,0.03,3.0,0.5,38,39,0.0005826582846886275,0.0
50,500,0.03,3.0,1.0,39,40,0.0003679495109295316,0.0
50,500,0.05,1.0,0.0,44,47,0.0003255045940269267,0.0
50,500,0.05,1.0,0.25,40,41,0.0013964392618632815,0.0
50,500,0.05,1.0,0.5,36,38,0.001189881851086224,0.0
50,500,0.05,1.0,1.0,34,35,0.00188567803027752,0.0
50,500,0.05,1.5,0.0,41,43,0.0005127046697373213,0.0
50,500,0.05,1.5,0.25,39,40,0.0009882387623302838,0.0
50,500,0.05,1.5,0.5,43,43,0.0009560388875789641,0.0
50,500,0.05,1.5,1.0,41,43,0.0007975848366394219,0.0
50,500,0.05,2.0,0.0,44,45,0.0007329996445863997,0.0
50,500,0.05,2.0,0.25,42,43,0.0007270135520735398,0.0
50,500,0.05,2.0,0.5,36,38,0.0011524443149391816,0.0
50,500,0.05,2.0,1.0,39,42,0.0009593338840749391,0.0
50,500,0.05,3.0,0.0,42,42,0.0006768442659399204,0.0
50,500,0.05,3.0,0.25,44,45,0.0001817678528065742,0.0
50,500,0.05,3.0,0.5,42,42,0.0002417195437714817,0.0
50,500,0.05,3.0,1.0,38,38,0.0009153212308580999,0.0
50,500,0.1,1.0,0.0,41,41,0.0012450097856222756,0.0
50,500,0.1,1.0,0.25,40,40,0.0013093163566980709,0.0
50,500,0.1,1.0,0.5,43,45,0.0008338528531100956,0.0
50,500,0.1,1.0,1.0,35,35,0.0024889688720328472,0.0
50,500,0.1,1.5,0.0,43,44,0.0003686381485846587,0.0
50,500,0.1,1.5,0.25,41,45,0.0012056222869503265,0.0
50,500,0.1,1.5,0.5,39,39,0.002429087473966234,0.0
50,500,0.1,1.5,1.0,38,38,0.004115714339319359,0.0
50,500,0.1,2.0,0.0,40,45,0.0010956721346253944,0.0
50,500,0.1,2.0,0.25,37,38,0.0008401567958014969,0.0
50,500,0.1,2.0,0.5,37,40,0.0038997749501772905,0.0
50,500,0.1,2.0,1.0,36,39,0.005233639000206508,0.0
50,500,0.1,3.0,0.0,40,41,0.002219290778360753,0.0
50,500,0.1,3.0,0.25,36,36,0.0026057965978294197,0.0
50,500,0.1,3.0,0.5,28,31,0.0062141143667339685,0.0
50,500,0.1,3.0,1.0,30,34,0.009619895640314468,0.0
50,500,0.2,1.0,0.0,36,36,0.0035893055804767987,0.0
50,500,0.2,1.0,0.25,35,35,0.004450716218089624,0.0
50,500,0.2,1.0,0.5,30,30,0.011660678298888012,0.0
50,500,0.2,1.0,1.0,34,36,0.01613174936673446,0.0
50,500,0.2,1.5,0.0,33,33,0.00535363763961617,0.0
50,500,0.2,1.5,0.25,23,24,0.014888404409624774,0.0020770473426567626
50,500,0.2,1.5,0.5,26,27,0.02233121726975966,0.0
50,500,0.2,1.5,1.0,16,17,0.0416174578651152,0.01999884489540491
50,500,0.2,2.0,0.0,23,26,0.010043263154077331,0.00040649217314705534
50,500,0.2,2.0,0.25,30,33,0.010580937578631731,0.0
50,500,0.2,2.0,0.5,27,30,0.022942023576103917,0.0
50,500,0.2,2.0,1.0,11,13,0.04798888479568923,0.02022345914127529
50,500,0.2,3.0,0.0,23,26,0.018349588975322014,0.0004005739132594034
50,500,0.2,3.0,0.25,18,19,0.03257080291484412,0.01524483380608204
50,500,0.2,3.0,0.5,23,26,0.031028785517648143,0.003160668991556346
50,500,0.2,3.0,1.0,9,9,0.09144155237140772,0.10343652681579077
50,1000,0.01,1.0,0.0,40,42,0.0007091963006275637,0.0
50,1000,0.01,1.0,0.25,39,45,0.0007240414990468151,0.0
50,1000,0.01,1.0,0.5,37,39,0.00048682608582303855,0.0
50,1000,0.01,1.0,1.0,40,42,0.0003768712487243443,0.0
50,1000,0.01,1.5,0.0,37,40,0.0006744517463935839,0.0
50,1000,0.01,1.5,0.25,43,46,0.0006337963480117859,0.0
50,1000,0.01,1.5,0.5,37,41,0.00010473685777161041,0.0
50,1000,0.01,1.5,1.0,42,45,0.00034601077696322987,0.0
50,1000,0.01,2.0,0.0,41,43,0.0004639838306546944,0.0
50,1000,0.01,2.0,0.25,42,45,0.0003445620772931375,0.0
50,1000,0.01,2.0,0.5,38,42,0.0002877429648747919,0.0
50,1000,0.01,2.0,1.0,43,45,0.00020850425058180258,0.0
50,1000,0.01,3.0,0.0,37,39,0.00046562799328830564,0.0
50,1000,0.01,3.0,0.25,35,38,0.0004147444921850981,0.0
50,1000,0.01,3.0,0.5,41,44,0.000174283932499525,0.0
50,1000,0.01,3.0,1.0,40,40,0.0002964167619667575,0.0
50,1000,0.03,1.0,0.0,40,43,0.0008055770771305137,0.0
50,1000,0.03,1.0,0.25,39,41,0.0007507107222851272,0.0
50,1000,0.03,1.0,0.5,37,39,0.00048638894870560814,0.0
50,1000,0.03,1.0,1.0,45,48,0.00026704255667098594,0.0
50,1000,0.03,1.5,0.0,39,41,0.0009119363114287504,0.0
50,1000,0.03,1.5,0.25,41,43,0.0006259008693275757,0.0
50,1000,0.03,1.5,0.5,42,43,0.0001336181940547796,0.0
50,1000,0.03,1.5,1.0,38,43,0.0004068215748952525,0.0
50,1000,0.03,2.0,0.0,43,44,0.0005168921138842675,0.0
50,1000,0.03,2.0,0.25,41,45,0.0004133763806146928,0.0
50,1000,0.03,2.0,0.5,44,44,0.00044555685356208636,0.0
50,1000,0.03,2.0,1.0,41,44,0.00017758065426557967,0.0
50,1000,0.03,3.0,0.0,42,44,0.00023139553139475032,0.0
50,1000,0.03,3.0,0.25,42,45,0.0006756944740427417,0.0
50,1000,0.03,3.0,0.5,38,41,0.0002601804771319904,0.0
50,1000,0.03,3.0,1.0,42,43,0.0006451461403422102,0.0
50,1000,0.05,1.0,0.0,38,42,0.001000423575245729,0.0
50,1000,0.05,1.0,0.25,44,46,0.000508797513679753,0.0
50,1000,0.05,1.0,0.5,43,45,0.0003348019415831641,0.0
50,1000,0.05,1.0,1.0,43,43,0.00040870065829197585,0.0
50,1000,0.05,1.5,0.0,39,41,0.0014853368384852039,0.0
50,1000,0.05,1.5,0.25,43,46,0.0007669803947766068,0.0
50,1000,0.05,1.5,0.5,44,44,0.00031701772703412713,0.0
50,1000,0.05,1.5,1.0,44,45,0.0005958520629044081,0.0
50,1000,0.05,2.0,0.0,44,47,0.00013842181939487086,0.0
50,1000,0.05,2.0,0.25,39,43,0.0005645729658882815,0.0
50,1000,0.05,2.0,0.5,42,44,0.00020564411804691632,0.0
50,1000,0.05,2.0,1.0,44,44,0.0004185431411198751,0.0
50,1000,0.05,3.0,0.0,43,43,0.00043601411590979145,0.0
50,1000,0.05,3.0,0.25,44,44,0.0010262227707941345,0.0
50,1000,0.05,3.0,0.5,43,43,0.00027350780870062283,0.0
50,1000,0.05,3.0,1.0,44,46,0.00018480244454665762,0.0
50,1000,0.1,1.0,0.0,40,40,0.0016431779557920698,0.0
50,1000,0.1,1.0,0.25,42,44,0.0005187861588352825,0.0
50,1000,0.1,1.0,0.5,40,43,0.0009589373723080219,0.0
50,1000,0.1,1.0,1.0,33,39,0.001458097688143576,0.0
50,1000,0.1,1.5,0.0,42,42,0.0004531742220082546,0.0
50,1000,0.1,1.5,0.25,40,41,0.0009947890035621938,0.0
50,1000,0.1,1.5,0.5,35,35,0.0016044410460369374,0.0
50,1000,0.1,1.5,1.0,44,44,0.001427157559819122,0.0
50,1000,0.1,2.0,0.0,40,43,0.0008366512099330664,0.0
50,1000,0.1,2.0,0.25,41,42,0.0007074907638888957,0.0
50,1000,0.1,2.0,0.5,41,43,0.0013190852617426087,0.0
50,1000,0.1,2.0,1.0,44,46,0.0005090263220730996,0.0
50,1000,0.1,3.0,0.0,42,43,0.0011406165693926531,0.0
50,1000,0.1,3.0,0.25,42,44,0.00038240885149564747,0.0
50,1000,0.1,3.0,0.5,36,38,0.0017682217903548763,0.0
50,1000,0.1,3.0,1.0,39,40,0.0008679240536833997,0.0
50,1000,0.2,1.0,0.0,30,31,0.0035191918085099028,0.0
50,1000,0.2,1.0,0.25,44,44,0.0021019598894994086,0.0
50,1000,0.2,1.0,0.5,29,29,0.0048749595683028335,0.0
50,1000,0.2,1.0,1.0,35,38,0.002410104983585438,0.0
50,1000,0.2,1.5,0.0,31,33,0.005042989819242908,0.0
50,1000,0.2,1.5,0.25,34,35,0.003365026722834268,0.0
50,1000,0.2,1.5,0.5,34,35,0.004705642031823867,0.0
50,1000,0.2,1.5,1.0,32,32,0.0054490012742083845,0.0
50,1000,0.2,2.0,0.0,30,31,0.006349956350201798,0.0
50,1000,0.2,2.0,0.25,31,34,0.008370816175709972,0.0
50,1000,0.2,2.0,0.5,33,33,0.007026497011157179,0.0
50,1000,0.2,2.0,1.0,30,30,0.010301901739088275,0.0
50,1000,0.2,3.0,0.0,31,35,0.007546510436279943,0.0
50,1000,0.2,3.0,0.25,28,30,0.01019624176417355,0.0
50,1000,0.2,3.0,0.5,22,26,0.01781534894414767,0.00480701144644363
50,1000,0.2,3.0,1.0,23,26,0.022104633930813807,0.00240244859915603
50,5000,0.01,1.0,0.0,41,43,0.00015559563921217081,0.0
50,5000,0.01,1.0,0.25,44,46,0.0003155306286263438,0.0
50,5000,0.01,1.0,0.5,39,41,0.0003809403022433588,0.0
50,5000,0.01,1.0,1.0,40,43,0.0008838251755594056,0.0
50,5000,0.01,1.5,0.0,42,44,0.0004296845858832202,0.0
50,5000,0.01,1.5,0.25,37,42,0.0009990878433527228,0.0
50,5000,0.01,1.5,0.5,42,44,0.0004996746583521817,0.0
50,5000,0.01,1.5,1.0,35,39,0.0010130170250202777,0.0
50,5000,0.01,2.0,0.0,42,44,0.0001693767168288212,0.0
50,5000,0.01,2.0,0.25,38,38,0.0006108546529678686,0.0
50,5000,0.01,2.0,0.5,39,41,0.0005177727990071582,0.0
50,5000,0.01,2.0,1.0,36,43,0.0006203948286942618,0.0
50,5000,0.01,3.0,0.0,40,44,0.0003287205002650958,0.0
50,5000,0.01,3.0,0.25,40,42,0.00024386063176972368,0.0
50,5000,0.01,3.0,0.5,37,40,0.0005283870793956505,0.0
50,5000,0.01,3.0,1.0,38,39,0.00022571515538210337,0.0
50,5000,0.03,1.0,0.0,44,44,0.00034503935420278256,0.0
50,5000,0.03,1.0,0.25,43,47,0.0003720967065744935,0.0
50,5000,0.03,1.0,0.5,44,47,0.00023035266017989054,0.0
50,5000,0.03,1.0,1.0,48,48,0.0,0.0
50,5000,0.03,1.5,0.0,44,45,0.0002578596992116739,0.0
50,5000,0.03,1.5,0.25,43,45,0.0004463810741885019,0.0
50,5000,0.03,1.5,0.5,44,44,6.961342254853086e-05,0.0
50,5000,0.03,1.5,1.0,35,38,0.0003945877955567022,0.0
50,5000,0.03,2.0,0.0,37,38,0.0010321575916627421,0.0
50,5000,0.03,2.0,0.25,38,43,0.0006412634254808747,0.0
50,5000,0.03,2.0,0.5,44,45,0.00012240170945606476,0.0
50,5000,0.03,2.0,1.0,40,43,0.0008400393034169473,0.0
50,5000,0.03,3.0,0.0,39,43,0.0005335300535137274,0.0
50,5000,0.03,3.0,0.25,37,40,0.0007223334896557887,0.0
50,5000,0.03,3.0,0.5,45,46,5.6260483837191415e-05,0.0
50,5000,0.03,3.0,1.0,34,39,0.0004531702309966662,0.0
50,5000,0.05,1.0,0.0,37,45,0.0006336001910655656,0.0
50,5000,0.05,1.0,0.25,39,43,0.0008176004423932251,0.0
50,5000,0.05,1.0,0.5,44,46,9.958039328580699e-05,0.0
50,5000,0.05,1.0,1.0,41,43,0.00033081416618644484,0.0
50,5000,0.05,1.5,0.0,43,44,0.0004339506437020345,0.0
50,5000,0.05,1.5,0.25,42,43,0.00045487669762753327,0.0
50,5000,0.05,1.5,0.5,37,42,0.0007248484623215592,0.0
50,5000,0.05,1.5,1.0,44,45,0.00022737469747221127,0.0
50,5000,0.05,2.0,0.0,43,45,0.0006923464709147456,0.0
50,5000,0.05,2.0,0.25,44,46,0.00019784320177260907,0.0
50,5000,0.05,2.0,0.5,41,42,0.00039668475437487123,0.0
50,5000,0.05,2.0,1.0,38,44,0.000559314079976147,0.0
50,5000,0.05,3.0,0.0,40,41,0.0003840300432433892,0.0
50,5000,0.05,3.0,0.25,42,45,0.0001461737845398338,0.0
50,5000,0.05,3.0,0.5,43,46,0.00037871444680163827,0.0
50,5000,0.05,3.0,1.0,44,45,0.00016185623973061586,0.0
50,5000,0.1,1.0,0.0,43,44,0.00045005850506900515,0.0
50,5000,0.1,1.0,0.25,36,40,0.0013417169418176345,0.0
50,5000,0.1,1.0,0.5,39,42,0.0009479574840476553,0.0
50,5000,0.1,1.0,1.0,44,47,0.0005901779867420509,0.0
50,5000,0.1,1.5,0.0,40,40,0.0013867570152710342,0.0
50,5000,0.1,1.5,0.25,45,47,0.000292664724794659,0.0
50,5000,0.1,1.5,0.5,47,49,8.051760452075389e-05,0.0
50,5000,0.1,1.5,1.0,40,43,0.0009907329699213238,0.0
50,5000,0.1,2.0,0.0,42,42,0.0017044717527747962,0.0
50,5000,0.1,2.0,0.25,38,39,0.0008074681236006873,0.0
50,5000,0.1,2.0,0.5,43,46,0.0001744564707731934,0.0
50,5000,0.1,2.0,1.0,40,43,0.0007702635260119941,0.0
50,5000,0.1,3.0,0.0,39,41,0.0013624017570094149,0.0
50,5000,0.1,3.0,0.25,42,45,0.00029946128933751456,0.0
50,5000,0.1,3.0,0.5,44,46,0.00022741178553708247,0.0
50,5000,0.1,3.0,1.0,41,45,0.0003735350791573679,0.0
50,5000,0.2,1.0,0.0,38,38,0.0021225756876078468,0.0
50,5000,0.2,1.0,0.25,42,43,0.0011913159068850383,0.0
50,5000,0.2,1.0,0.5,41,43,0.0006616274343786907,0.0
50,5000,0.2,1.0,1.0,44,45,0.0006110077332804444,0.0
50,5000,0.2,1.5,0.0,34,34,0.005096355026660233,0.0
50,5000,0.2,1.5,0.25,40,42,0.0018118313624765443,0.0
50,5000,0.2,1.5,0.5,38,39,0.0018021817281931667,0.0
50,5000,0.2,1.5,1.0,43,45,0.00016420622499461337,0.0
50,5000,0.2,2.0,0.0,28,29,0.013303054238367737,0.0
50,5000,0.2,2.0,0.25,40,43,0.002155850358494282,0.0
50,5000,0.2,2.0,0.5,42,45,0.000261466324863344,0.0
